,contributors,coordinates,created_at,entities,favorite_count,favorited,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,metadata,place,possibly_sensitive,retweet_count,retweeted,retweeted_status,source,text,truncated,user
0,,,Tue Nov 21 10:35:24 +0000 2017,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'guardian', 'name': 'The Guardian', 'id': 87818409, 'id_str': '87818409', 'indices': [3, 12]}], 'urls': [{'url': 'https://t.co/uVkGYVcWfT', 'expanded_url': 'https://trib.al/jHGkdYY', 'display_url': 'trib.al/jHGkdYY', 'indices': [95, 118]}]}",0,False,,932920375071117313,932920375071117313,,,,,,False,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",,False,20,False,"{'created_at': 'Tue Nov 21 10:27:49 +0000 2017', 'id': 932918465081630720, 'id_str': '932918465081630720', 'text': 'Britain has become a zombie state. Philip Hammond cannot save it | Polly Toynbee https://t.co/uVkGYVcWfT', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uVkGYVcWfT', 'expanded_url': 'https://trib.al/jHGkdYY', 'display_url': 'trib.al/jHGkdYY', 'indices': [81, 104]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 87818409, 'id_str': '87818409', 'name': 'The Guardian', 'screen_name': 'guardian', 'location': 'London', 'description': 'The need for independent journalism has never been greater. Become a Guardian supporter: https://t.co/EWg9aqA7PQ', 'url': 'https://t.co/c53pnmnuIT', 'entities': {'url': {'urls': [{'url': 'https://t.co/c53pnmnuIT', 'expanded_url': 'https://www.theguardian.com', 'display_url': 'theguardian.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/EWg9aqA7PQ', 'expanded_url': 'http://gu.com/supporter/twitter', 'display_url': 'gu.com/supporter/twit…', 'indices': [89, 112]}]}}, 'protected': False, 'followers_count': 6908727, 'friends_count': 1112, 'listed_count': 54974, 'created_at': 'Thu Nov 05 23:49:19 +0000 2009', 'favourites_count': 151, 'utc_offset': 0, 'time_zone': 'London', 'geo_enabled': False, 'verified': True, 'statuses_count': 393146, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/704160749/ff996aa3bc2009a2f9b97cdd43e8b5b7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/704160749/ff996aa3bc2009a2f9b97cdd43e8b5b7.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/877153924637175809/deHwf3Qu_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/877153924637175809/deHwf3Qu_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/87818409/1491899430', 'profile_link_color': '005789', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CAE3F3', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': True, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 20, 'favorite_count': 38, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @guardian: Britain has become a zombie state. Philip Hammond cannot save it | Polly Toynbee https://t.co/uVkGYVcWfT,False,"{'id': 513126161, 'id_str': '513126161', 'name': 'SCROLLING PAST YOU', 'screen_name': 'bolu2fame', 'location': '#seriousishinthisworlddafuq', 'description': 'This year still good?', 'url': 'https://t.co/SUYbNAknyk', 'entities': {'url': {'urls': [{'url': 'https://t.co/SUYbNAknyk', 'expanded_url': 'http://bolu78.wordpress.com', 'display_url': 'bolu78.wordpress.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 374, 'friends_count': 248, 'listed_count': 5, 'created_at': 'Sat Mar 03 12:34:17 +0000 2012', 'favourites_count': 24219, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 19761, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/928141350553387008/sq9akJX4_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/928141350553387008/sq9akJX4_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/513126161/1503698170', 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}"
